office,district,party,county,candidate,precinct,votes,winner
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Rural Glenrock 10-10,27,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Rolling Hills 11-11,19,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Orin 2-2,26,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Orpha 20-20,5,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Northeast Douglas 23-1,31,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Northwest Douglas 23-2,37,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Southwest Douglas 23-3,28,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,South Douglas 23-5,41,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Fairview 23-6,39,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,West Glenrock 9-2,61,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Dry Creek 13-13,2,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Converse County Courthouse 23-4,25,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,,480,TRUE
State House,2,D,Converse,Ross Diercks,Lost Springs 1-1,6,
State House,2,D,Converse,Ross Diercks,East Antelope 8-8,12,
State House,2,D,Converse,Ross Diercks,,19,TRUE
