office,district,party,county,candidate,precinct,votes,winner
State Treasurer,,R,Niobrara,Fred Parady,Hat Creek 3-2,11,
State Treasurer,,R,Niobrara,Fred Parady,Lance Creek 4-1,14,
State Treasurer,,R,Niobrara,Fred Parady,North Lusk 6-1,59,
State Treasurer,,R,Niobrara,Fred Parady,South Lusk 6-2,112,
State Treasurer,,R,Niobrara,Fred Parady,Manville 7-1,17,
State Treasurer,,R,Niobrara,Fred Parady,,224,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,Warren 1-2,38,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,Hat Creek 3-2,44,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,Lance Creek 4-1,35,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,North Lusk 6-1,179,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,South Lusk 6-2,324,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,Manville 7-1,78,
Superintendent of Public Instruction,,R,Niobrara,Jim McBride,,698,TRUE
State Senate,1,R,Niobrara,Charles Townsend,Warren 1-2,37,
State Senate,1,R,Niobrara,Charles Townsend,Hat Creek 3-2,46,
State Senate,1,R,Niobrara,Charles Townsend,Lance Creek 4-1,37,
State Senate,1,R,Niobrara,Charles Townsend,North Lusk 6-1,175,
State Senate,1,R,Niobrara,Charles Townsend,South Lusk 6-2,310,
State Senate,1,R,Niobrara,Charles Townsend,Manville 7-1,75,
State Senate,1,R,Niobrara,Charles Townsend,,680,TRUE
