office,district,party,county,candidate,precinct,votes,winner
U.S. House,1,L,Platte,Thomas R. Rankin,Old Wheatland Junior High 1-2,13,
U.S. House,1,L,Platte,Thomas R. Rankin,Old Wheatland Junior High 1-3,16,
U.S. House,1,L,Platte,Thomas R. Rankin,Old Wheatland Junior High 1-4,15,
U.S. House,1,L,Platte,Thomas R. Rankin,4-H Bldg./Wheatland 1-6,38,
U.S. House,1,L,Platte,Thomas R. Rankin,Guernsey National Guard Armory 2-1,18,
U.S. House,1,L,Platte,Thomas R. Rankin,Guernsey National Guard Armory 3-1,1,
U.S. House,1,L,Platte,Thomas R. Rankin,Glendo Fire Hall 6-1,8,
U.S. House,1,L,Platte,Thomas R. Rankin,Glendo Fire Hall 6-2,3,
U.S. House,1,L,Platte,Thomas R. Rankin,Chugwater Comm. Center 9-1,2,
U.S. House,1,L,Platte,Thomas R. Rankin,Chugwater Comm. Center 10-1,6,
U.S. House,1,L,Platte,Thomas R. Rankin,Wheatland Bible Church 12-1,7,
U.S. House,1,L,Platte,Thomas R. Rankin,Old Wheatland Junior High 20-1,9,
U.S. House,1,L,Platte,Thomas R. Rankin,,145,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 1-1,145,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 1-2,148,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 1-3,271,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 1-4,153,
U.S. House,1,R,Platte,Barbara Cubin,4-H Bldg./Wheatland 1-6,401,
U.S. House,1,R,Platte,Barbara Cubin,Guernsey National Guard Armory 2-1,208,
U.S. House,1,R,Platte,Barbara Cubin,Guernsey National Guard Armory 3-1,21,
U.S. House,1,R,Platte,Barbara Cubin,Glendo Fire Hall 6-1,93,
U.S. House,1,R,Platte,Barbara Cubin,Glendo Fire Hall 6-2,56,
U.S. House,1,R,Platte,Barbara Cubin,Chugwater Comm. Center 9-1,39,
U.S. House,1,R,Platte,Barbara Cubin,Chugwater Comm. Center 10-1,101,
U.S. House,1,R,Platte,Barbara Cubin,Wheatland Bible Church 12-1,156,
U.S. House,1,R,Platte,Barbara Cubin,Old Wheatland Junior High 20-1,175,
U.S. House,1,R,Platte,Barbara Cubin,,1967,TRUE
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 1-1,214,
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 1-2,232,
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 1-3,350,
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 1-4,257,
Governor,,D,Platte,Dave Freudenthal,4-H Bldg./Wheatland 1-6,464,
Governor,,D,Platte,Dave Freudenthal,Guernsey National Guard Armory 2-1,442,
Governor,,D,Platte,Dave Freudenthal,Guernsey National Guard Armory 3-1,34,
Governor,,D,Platte,Dave Freudenthal,Glendo Fire Hall 6-1,124,
Governor,,D,Platte,Dave Freudenthal,Glendo Fire Hall 6-2,56,
Governor,,D,Platte,Dave Freudenthal,Chugwater Comm. Center 9-1,31,
Governor,,D,Platte,Dave Freudenthal,Chugwater Comm. Center 10-1,87,
Governor,,D,Platte,Dave Freudenthal,Wheatland Bible Church 12-1,105,
Governor,,D,Platte,Dave Freudenthal,Old Wheatland Junior High 20-1,211,
Governor,,D,Platte,Dave Freudenthal,,2607,TRUE
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 1-1,93,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 1-2,118,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 1-3,178,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 1-4,100,
Governor,,R,Platte,Ray Hunkins,4-H Bldg./Wheatland 1-6,259,
Governor,,R,Platte,Ray Hunkins,Guernsey National Guard Armory 2-1,121,
Governor,,R,Platte,Ray Hunkins,Guernsey National Guard Armory 3-1,17,
Governor,,R,Platte,Ray Hunkins,Glendo Fire Hall 6-1,66,
Governor,,R,Platte,Ray Hunkins,Glendo Fire Hall 6-2,40,
Governor,,R,Platte,Ray Hunkins,Chugwater Comm. Center 9-1,33,
Governor,,R,Platte,Ray Hunkins,Chugwater Comm. Center 10-1,77,
Governor,,R,Platte,Ray Hunkins,Wheatland Bible Church 12-1,119,
Governor,,R,Platte,Ray Hunkins,Old Wheatland Junior High 20-1,141,
Governor,,R,Platte,Ray Hunkins,,1362,
Secretary of State,,L,Platte,Dennis Brossman,Old Wheatland Junior High 1-1,49,
Secretary of State,,L,Platte,Dennis Brossman,Old Wheatland Junior High 1-2,53,
Secretary of State,,L,Platte,Dennis Brossman,Old Wheatland Junior High 1-3,75,
Secretary of State,,L,Platte,Dennis Brossman,Old Wheatland Junior High 1-4,51,
Secretary of State,,L,Platte,Dennis Brossman,4-H Bldg./Wheatland 1-6,91,
Secretary of State,,L,Platte,Dennis Brossman,Guernsey National Guard Armory 2-1,149,
Secretary of State,,L,Platte,Dennis Brossman,Guernsey National Guard Armory 3-1,16,
Secretary of State,,L,Platte,Dennis Brossman,Glendo Fire Hall 6-1,40,
Secretary of State,,L,Platte,Dennis Brossman,Glendo Fire Hall 6-2,14,
Secretary of State,,L,Platte,Dennis Brossman,Chugwater Comm. Center 9-1,5,
Secretary of State,,L,Platte,Dennis Brossman,Chugwater Comm. Center 10-1,38,
Secretary of State,,L,Platte,Dennis Brossman,Wheatland Bible Church 12-1,24,
Secretary of State,,L,Platte,Dennis Brossman,Old Wheatland Junior High 20-1,42,
Secretary of State,,L,Platte,Dennis Brossman,,647,
Secretary of State,,R,Platte,Max Maxfield,Old Wheatland Junior High 1-1,241,
Secretary of State,,R,Platte,Max Maxfield,Old Wheatland Junior High 1-2,280,
Secretary of State,,R,Platte,Max Maxfield,Old Wheatland Junior High 1-3,435,
Secretary of State,,R,Platte,Max Maxfield,Old Wheatland Junior High 1-4,284,
Secretary of State,,R,Platte,Max Maxfield,4-H Bldg./Wheatland 1-6,591,
Secretary of State,,R,Platte,Max Maxfield,Guernsey National Guard Armory 2-1,383,
Secretary of State,,R,Platte,Max Maxfield,Guernsey National Guard Armory 3-1,33,
Secretary of State,,R,Platte,Max Maxfield,Glendo Fire Hall 6-1,138,
Secretary of State,,R,Platte,Max Maxfield,Glendo Fire Hall 6-2,77,
Secretary of State,,R,Platte,Max Maxfield,Chugwater Comm. Center 9-1,52,
Secretary of State,,R,Platte,Max Maxfield,Chugwater Comm. Center 10-1,123,
Secretary of State,,R,Platte,Max Maxfield,Wheatland Bible Church 12-1,199,
Secretary of State,,R,Platte,Max Maxfield,Old Wheatland Junior High 20-1,282,
Secretary of State,,R,Platte,Max Maxfield,,3118,TRUE
State Auditor,,D,Platte,Bill Eikenberry,Old Wheatland Junior High 1-1,94,
State Auditor,,D,Platte,Bill Eikenberry,Old Wheatland Junior High 1-2,108,
State Auditor,,D,Platte,Bill Eikenberry,Old Wheatland Junior High 1-3,177,
State Auditor,,D,Platte,Bill Eikenberry,Old Wheatland Junior High 1-4,124,
State Auditor,,D,Platte,Bill Eikenberry,4-H Bldg./Wheatland 1-6,198,
State Auditor,,D,Platte,Bill Eikenberry,Guernsey National Guard Armory 2-1,278,
State Auditor,,D,Platte,Bill Eikenberry,Guernsey National Guard Armory 3-1,28,
State Auditor,,D,Platte,Bill Eikenberry,Glendo Fire Hall 6-1,81,
State Auditor,,D,Platte,Bill Eikenberry,Glendo Fire Hall 6-2,28,
State Auditor,,D,Platte,Bill Eikenberry,Chugwater Comm. Center 9-1,13,
State Auditor,,D,Platte,Bill Eikenberry,Chugwater Comm. Center 10-1,49,
State Auditor,,D,Platte,Bill Eikenberry,Wheatland Bible Church 12-1,44,
State Auditor,,D,Platte,Bill Eikenberry,Old Wheatland Junior High 20-1,98,
State Auditor,,D,Platte,Bill Eikenberry,,1320,
State Auditor,,R,Platte,Rita Meyer,Old Wheatland Junior High 1-1,210,
State Auditor,,R,Platte,Rita Meyer,Old Wheatland Junior High 1-2,242,
State Auditor,,R,Platte,Rita Meyer,Old Wheatland Junior High 1-3,355,
State Auditor,,R,Platte,Rita Meyer,Old Wheatland Junior High 1-4,231,
State Auditor,,R,Platte,Rita Meyer,4-H Bldg./Wheatland 1-6,514,
State Auditor,,R,Platte,Rita Meyer,Guernsey National Guard Armory 2-1,278,
State Auditor,,R,Platte,Rita Meyer,Guernsey National Guard Armory 3-1,22,
State Auditor,,R,Platte,Rita Meyer,Glendo Fire Hall 6-1,106,
State Auditor,,R,Platte,Rita Meyer,Glendo Fire Hall 6-2,67,
State Auditor,,R,Platte,Rita Meyer,Chugwater Comm. Center 9-1,48,
State Auditor,,R,Platte,Rita Meyer,Chugwater Comm. Center 10-1,114,
State Auditor,,R,Platte,Rita Meyer,Wheatland Bible Church 12-1,180,
State Auditor,,R,Platte,Rita Meyer,Old Wheatland Junior High 20-1,241,
State Auditor,,R,Platte,Rita Meyer,,2608,TRUE
State Treasurer,,D,Platte,Ron Redo,Old Wheatland Junior High 1-1,74,
State Treasurer,,D,Platte,Ron Redo,Old Wheatland Junior High 1-2,88,
State Treasurer,,D,Platte,Ron Redo,Old Wheatland Junior High 1-3,120,
State Treasurer,,D,Platte,Ron Redo,Old Wheatland Junior High 1-4,90,
State Treasurer,,D,Platte,Ron Redo,4-H Bldg./Wheatland 1-6,150,
State Treasurer,,D,Platte,Ron Redo,Guernsey National Guard Armory 2-1,223,
State Treasurer,,D,Platte,Ron Redo,Guernsey National Guard Armory 3-1,25,
State Treasurer,,D,Platte,Ron Redo,Glendo Fire Hall 6-1,66,
State Treasurer,,D,Platte,Ron Redo,Glendo Fire Hall 6-2,29,
State Treasurer,,D,Platte,Ron Redo,Chugwater Comm. Center 9-1,13,
State Treasurer,,D,Platte,Ron Redo,Chugwater Comm. Center 10-1,46,
State Treasurer,,D,Platte,Ron Redo,Wheatland Bible Church 12-1,27,
State Treasurer,,D,Platte,Ron Redo,Old Wheatland Junior High 20-1,72,
State Treasurer,,D,Platte,Ron Redo,,1023,
State Treasurer,,R,Platte,Joe Meyer,Old Wheatland Junior High 1-1,227,
State Treasurer,,R,Platte,Joe Meyer,Old Wheatland Junior High 1-2,257,
State Treasurer,,R,Platte,Joe Meyer,Old Wheatland Junior High 1-3,400,
State Treasurer,,R,Platte,Joe Meyer,Old Wheatland Junior High 1-4,256,
State Treasurer,,R,Platte,Joe Meyer,4-H Bldg./Wheatland 1-6,553,
State Treasurer,,R,Platte,Joe Meyer,Guernsey National Guard Armory 2-1,329,
State Treasurer,,R,Platte,Joe Meyer,Guernsey National Guard Armory 3-1,25,
State Treasurer,,R,Platte,Joe Meyer,Glendo Fire Hall 6-1,119,
State Treasurer,,R,Platte,Joe Meyer,Glendo Fire Hall 6-2,65,
State Treasurer,,R,Platte,Joe Meyer,Chugwater Comm. Center 9-1,48,
State Treasurer,,R,Platte,Joe Meyer,Chugwater Comm. Center 10-1,116,
State Treasurer,,R,Platte,Joe Meyer,Wheatland Bible Church 12-1,197,
State Treasurer,,R,Platte,Joe Meyer,Old Wheatland Junior High 20-1,261,
State Treasurer,,R,Platte,Joe Meyer,,2853,TRUE
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Old Wheatland Junior High 1-1,99,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Old Wheatland Junior High 1-2,118,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Old Wheatland Junior High 1-3,186,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Old Wheatland Junior High 1-4,115,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,4-H Bldg./Wheatland 1-6,231,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Guernsey National Guard Armory 2-1,264,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Guernsey National Guard Armory 3-1,25,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Glendo Fire Hall 6-1,79,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Glendo Fire Hall 6-2,31,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Chugwater Comm. Center 9-1,19,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Chugwater Comm. Center 10-1,55,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Wheatland Bible Church 12-1,52,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,Old Wheatland Junior High 20-1,109,
Superintendent of Public Instruction,,D,Platte,Michelle L. Hoffman,,1383,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Old Wheatland Junior High 1-1,195,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Old Wheatland Junior High 1-2,225,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Old Wheatland Junior High 1-3,343,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Old Wheatland Junior High 1-4,236,
Superintendent of Public Instruction,,R,Platte,Jim McBride,4-H Bldg./Wheatland 1-6,469,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Guernsey National Guard Armory 2-1,291,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Guernsey National Guard Armory 3-1,25,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Glendo Fire Hall 6-1,106,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Glendo Fire Hall 6-2,63,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Chugwater Comm. Center 9-1,41,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Chugwater Comm. Center 10-1,105,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Wheatland Bible Church 12-1,166,
Superintendent of Public Instruction,,R,Platte,Jim McBride,Old Wheatland Junior High 20-1,232,
Superintendent of Public Instruction,,R,Platte,Jim McBride,,2497,TRUE
State Senate,3,D,Platte,Chris Shoults,4-H Bldg./Wheatland 1-6,226,
State Senate,3,D,Platte,Chris Shoults,Guernsey National Guard Armory 2-1,338,
State Senate,3,D,Platte,Chris Shoults,Guernsey National Guard Armory 3-1,27,
State Senate,3,D,Platte,Chris Shoults,Glendo Fire Hall 6-2,33,
State Senate,3,D,Platte,Chris Shoults,Chugwater Comm. Center 9-1,17,
State Senate,3,D,Platte,Chris Shoults,,641,
State Senate,3,R,Platte,Curt Meier,4-H Bldg./Wheatland 1-6,482,
State Senate,3,R,Platte,Curt Meier,Guernsey National Guard Armory 2-1,227,
State Senate,3,R,Platte,Curt Meier,Guernsey National Guard Armory 3-1,22,
State Senate,3,R,Platte,Curt Meier,Glendo Fire Hall 6-2,62,
State Senate,3,R,Platte,Curt Meier,Chugwater Comm. Center 9-1,46,
State Senate,3,R,Platte,Curt Meier,,839,TRUE
State House,3,R,Platte,Deborah Alden,Old Wheatland Junior High 1-1,217,
State House,3,R,Platte,Deborah Alden,Old Wheatland Junior High 1-2,239,
State House,3,R,Platte,Deborah Alden,Old Wheatland Junior High 1-3,337,
State House,3,R,Platte,Deborah Alden,Old Wheatland Junior High 1-4,221,
State House,3,R,Platte,Deborah Alden,Glendo Fire Hall 6-1,138,
State House,3,R,Platte,Deborah Alden,Chugwater Comm. Center 10-1,117,
State House,3,R,Platte,Deborah Alden,Wheatland Bible Church 12-1,164,
State House,3,R,Platte,Deborah Alden,Old Wheatland Junior High 20-1,238,
State House,3,R,Platte,Deborah Alden,,1671,TRUE
State House,5,R,Platte,Matt Teeters,4-H Bldg./Wheatland 1-6,616,
State House,5,R,Platte,Matt Teeters,Guernsey National Guard Armory 2-1,465,
State House,5,R,Platte,Matt Teeters,Guernsey National Guard Armory 3-1,38,
State House,5,R,Platte,Matt Teeters,Glendo Fire Hall 6-2,84,
State House,5,R,Platte,Matt Teeters,Chugwater Comm. Center 9-1,54,
State House,5,R,Platte,Matt Teeters,,1257,TRUE
