office,district,party,county,candidate,precinct,votes,winner
U.S. House,1,D,Converse,Gary Trauner,Lost Springs 1-1,7,
U.S. House,1,D,Converse,Gary Trauner,Guthrie 3-1,34,
U.S. House,1,D,Converse,Gary Trauner,Rural Douglas 4-4,141,
U.S. House,1,D,Converse,Gary Trauner,Boxelder 6-6,83,
U.S. House,1,D,Converse,Gary Trauner,La Prele 7-7,53,
U.S. House,1,D,Converse,Gary Trauner,East Antelope 8-8,98,
U.S. House,1,D,Converse,Gary Trauner,East Glenrock 9-1,251,
U.S. House,1,D,Converse,Gary Trauner,Orin 2-2,127,
U.S. House,1,D,Converse,Gary Trauner,Rural Glenrock 10-10,103,
U.S. House,1,D,Converse,Gary Trauner,Rolling Hills 11-11,78,
U.S. House,1,D,Converse,Gary Trauner,Orpha 20-20,27,
U.S. House,1,D,Converse,Gary Trauner,Northeast Douglas 23-1,116,
U.S. House,1,D,Converse,Gary Trauner,Northwest Douglas 23-2,161,
U.S. House,1,D,Converse,Gary Trauner,Southwest Douglas 23-3,139,
U.S. House,1,D,Converse,Gary Trauner,South Douglas 23-5,169,
U.S. House,1,D,Converse,Gary Trauner,Fairview 23-6,240,
U.S. House,1,D,Converse,Gary Trauner,West Glenrock 9-2,220,
U.S. House,1,D,Converse,Gary Trauner,Dry Creek 13-13,11,
U.S. House,1,D,Converse,Gary Trauner,Converse County Courthouse 23-4,112,
U.S. House,1,D,Converse,Gary Trauner,,2170,
U.S. House,1,L,Converse,Thomas R. Rankin,Lost Springs 1-1,5,
U.S. House,1,L,Converse,Thomas R. Rankin,Guthrie 3-1,1,
U.S. House,1,L,Converse,Thomas R. Rankin,Rural Douglas 4-4,12,
U.S. House,1,L,Converse,Thomas R. Rankin,Boxelder 6-6,9,
U.S. House,1,L,Converse,Thomas R. Rankin,La Prele 7-7,4,
U.S. House,1,L,Converse,Thomas R. Rankin,East Antelope 8-8,8,
U.S. House,1,L,Converse,Thomas R. Rankin,East Glenrock 9-1,19,
U.S. House,1,L,Converse,Thomas R. Rankin,Orin 2-2,10,
U.S. House,1,L,Converse,Thomas R. Rankin,Rural Glenrock 10-10,8,
U.S. House,1,L,Converse,Thomas R. Rankin,Rolling Hills 11-11,11,
U.S. House,1,L,Converse,Thomas R. Rankin,Orpha 20-20,6,
U.S. House,1,L,Converse,Thomas R. Rankin,Northeast Douglas 23-1,11,
U.S. House,1,L,Converse,Thomas R. Rankin,Northwest Douglas 23-2,11,
U.S. House,1,L,Converse,Thomas R. Rankin,Southwest Douglas 23-3,16,
U.S. House,1,L,Converse,Thomas R. Rankin,South Douglas 23-5,22,
U.S. House,1,L,Converse,Thomas R. Rankin,Fairview 23-6,18,
U.S. House,1,L,Converse,Thomas R. Rankin,West Glenrock 9-2,16,
U.S. House,1,L,Converse,Thomas R. Rankin,Dry Creek 13-13,0,
U.S. House,1,L,Converse,Thomas R. Rankin,Converse County Courthouse 23-4,10,
U.S. House,1,L,Converse,Thomas R. Rankin,,197,
U.S. House,1,R,Converse,Barbara Cubin,Lost Springs 1-1,66,
U.S. House,1,R,Converse,Barbara Cubin,Guthrie 3-1,91,
U.S. House,1,R,Converse,Barbara Cubin,Rural Douglas 4-4,170,
U.S. House,1,R,Converse,Barbara Cubin,Boxelder 6-6,154,
U.S. House,1,R,Converse,Barbara Cubin,La Prele 7-7,112,
U.S. House,1,R,Converse,Barbara Cubin,East Antelope 8-8,144,
U.S. House,1,R,Converse,Barbara Cubin,East Glenrock 9-1,284,
U.S. House,1,R,Converse,Barbara Cubin,Orin 2-2,168,
U.S. House,1,R,Converse,Barbara Cubin,Rural Glenrock 10-10,139,
U.S. House,1,R,Converse,Barbara Cubin,Rolling Hills 11-11,111,
U.S. House,1,R,Converse,Barbara Cubin,Orpha 20-20,64,
U.S. House,1,R,Converse,Barbara Cubin,Northeast Douglas 23-1,108,
U.S. House,1,R,Converse,Barbara Cubin,Northwest Douglas 23-2,160,
U.S. House,1,R,Converse,Barbara Cubin,Southwest Douglas 23-3,131,
U.S. House,1,R,Converse,Barbara Cubin,South Douglas 23-5,147,
U.S. House,1,R,Converse,Barbara Cubin,Fairview 23-6,270,
U.S. House,1,R,Converse,Barbara Cubin,West Glenrock 9-2,198,
U.S. House,1,R,Converse,Barbara Cubin,Dry Creek 13-13,70,
U.S. House,1,R,Converse,Barbara Cubin,Converse County Courthouse 23-4,87,
U.S. House,1,R,Converse,Barbara Cubin,,2674,TRUE
Governor,,D,Converse,Dave Freudenthal,Lost Springs 1-1,34,
Governor,,D,Converse,Dave Freudenthal,Guthrie 3-1,72,
Governor,,D,Converse,Dave Freudenthal,Rural Douglas 4-4,203,
Governor,,D,Converse,Dave Freudenthal,Boxelder 6-6,144,
Governor,,D,Converse,Dave Freudenthal,La Prele 7-7,83,
Governor,,D,Converse,Dave Freudenthal,East Antelope 8-8,153,
Governor,,D,Converse,Dave Freudenthal,East Glenrock 9-1,393,
Governor,,D,Converse,Dave Freudenthal,Orin 2-2,177,
Governor,,D,Converse,Dave Freudenthal,Rural Glenrock 10-10,167,
Governor,,D,Converse,Dave Freudenthal,Rolling Hills 11-11,135,
Governor,,D,Converse,Dave Freudenthal,Orpha 20-20,47,
Governor,,D,Converse,Dave Freudenthal,Northeast Douglas 23-1,179,
Governor,,D,Converse,Dave Freudenthal,Northwest Douglas 23-2,228,
Governor,,D,Converse,Dave Freudenthal,Southwest Douglas 23-3,195,
Governor,,D,Converse,Dave Freudenthal,South Douglas 23-5,253,
Governor,,D,Converse,Dave Freudenthal,Fairview 23-6,352,
Governor,,D,Converse,Dave Freudenthal,West Glenrock 9-2,310,
Governor,,D,Converse,Dave Freudenthal,Dry Creek 13-13,33,
Governor,,D,Converse,Dave Freudenthal,Converse County Courthouse 23-4,149,
Governor,,D,Converse,Dave Freudenthal,,3307,TRUE
Governor,,R,Converse,Ray Hunkins,Lost Springs 1-1,44,
Governor,,R,Converse,Ray Hunkins,Guthrie 3-1,54,
Governor,,R,Converse,Ray Hunkins,Rural Douglas 4-4,121,
Governor,,R,Converse,Ray Hunkins,Boxelder 6-6,103,
Governor,,R,Converse,Ray Hunkins,La Prele 7-7,86,
Governor,,R,Converse,Ray Hunkins,East Antelope 8-8,98,
Governor,,R,Converse,Ray Hunkins,East Glenrock 9-1,164,
Governor,,R,Converse,Ray Hunkins,Orin 2-2,127,
Governor,,R,Converse,Ray Hunkins,Rural Glenrock 10-10,84,
Governor,,R,Converse,Ray Hunkins,Rolling Hills 11-11,64,
Governor,,R,Converse,Ray Hunkins,Orpha 20-20,48,
Governor,,R,Converse,Ray Hunkins,Northeast Douglas 23-1,56,
Governor,,R,Converse,Ray Hunkins,Northwest Douglas 23-2,106,
Governor,,R,Converse,Ray Hunkins,Southwest Douglas 23-3,96,
Governor,,R,Converse,Ray Hunkins,South Douglas 23-5,92,
Governor,,R,Converse,Ray Hunkins,Fairview 23-6,177,
Governor,,R,Converse,Ray Hunkins,West Glenrock 9-2,127,
Governor,,R,Converse,Ray Hunkins,Dry Creek 13-13,50,
Governor,,R,Converse,Ray Hunkins,Converse County Courthouse 23-4,59,
Governor,,R,Converse,Ray Hunkins,,1756,
Secretary of State,,L,Converse,Dennis Brossman,Lost Springs 1-1,7,
Secretary of State,,L,Converse,Dennis Brossman,Guthrie 3-1,15,
Secretary of State,,L,Converse,Dennis Brossman,Rural Douglas 4-4,38,
Secretary of State,,L,Converse,Dennis Brossman,Boxelder 6-6,36,
Secretary of State,,L,Converse,Dennis Brossman,La Prele 7-7,24,
Secretary of State,,L,Converse,Dennis Brossman,East Antelope 8-8,26,
Secretary of State,,L,Converse,Dennis Brossman,East Glenrock 9-1,78,
Secretary of State,,L,Converse,Dennis Brossman,Orin 2-2,45,
Secretary of State,,L,Converse,Dennis Brossman,Rural Glenrock 10-10,44,
Secretary of State,,L,Converse,Dennis Brossman,Rolling Hills 11-11,26,
Secretary of State,,L,Converse,Dennis Brossman,Orpha 20-20,8,
Secretary of State,,L,Converse,Dennis Brossman,Northeast Douglas 23-1,33,
Secretary of State,,L,Converse,Dennis Brossman,Northwest Douglas 23-2,45,
Secretary of State,,L,Converse,Dennis Brossman,Southwest Douglas 23-3,44,
Secretary of State,,L,Converse,Dennis Brossman,South Douglas 23-5,60,
Secretary of State,,L,Converse,Dennis Brossman,Fairview 23-6,64,
Secretary of State,,L,Converse,Dennis Brossman,West Glenrock 9-2,67,
Secretary of State,,L,Converse,Dennis Brossman,Dry Creek 13-13,5,
Secretary of State,,L,Converse,Dennis Brossman,Converse County Courthouse 23-4,34,
Secretary of State,,L,Converse,Dennis Brossman,,699,
Secretary of State,,R,Converse,Max Maxfield,Lost Springs 1-1,64,
Secretary of State,,R,Converse,Max Maxfield,Guthrie 3-1,108,
Secretary of State,,R,Converse,Max Maxfield,Rural Douglas 4-4,281,
Secretary of State,,R,Converse,Max Maxfield,Boxelder 6-6,209,
Secretary of State,,R,Converse,Max Maxfield,La Prele 7-7,135,
Secretary of State,,R,Converse,Max Maxfield,East Antelope 8-8,215,
Secretary of State,,R,Converse,Max Maxfield,East Glenrock 9-1,465,
Secretary of State,,R,Converse,Max Maxfield,Orin 2-2,242,
Secretary of State,,R,Converse,Max Maxfield,Rural Glenrock 10-10,195,
Secretary of State,,R,Converse,Max Maxfield,Rolling Hills 11-11,156,
Secretary of State,,R,Converse,Max Maxfield,Orpha 20-20,84,
Secretary of State,,R,Converse,Max Maxfield,Northeast Douglas 23-1,191,
Secretary of State,,R,Converse,Max Maxfield,Northwest Douglas 23-2,277,
Secretary of State,,R,Converse,Max Maxfield,Southwest Douglas 23-3,228,
Secretary of State,,R,Converse,Max Maxfield,South Douglas 23-5,267,
Secretary of State,,R,Converse,Max Maxfield,Fairview 23-6,449,
Secretary of State,,R,Converse,Max Maxfield,West Glenrock 9-2,341,
Secretary of State,,R,Converse,Max Maxfield,Dry Creek 13-13,76,
Secretary of State,,R,Converse,Max Maxfield,Converse County Courthouse 23-4,162,
Secretary of State,,R,Converse,Max Maxfield,,4145,TRUE
State Auditor,,D,Converse,Bill Eikenberry,Lost Springs 1-1,7,
State Auditor,,D,Converse,Bill Eikenberry,Guthrie 3-1,19,
State Auditor,,D,Converse,Bill Eikenberry,Rural Douglas 4-4,77,
State Auditor,,D,Converse,Bill Eikenberry,Boxelder 6-6,49,
State Auditor,,D,Converse,Bill Eikenberry,La Prele 7-7,25,
State Auditor,,D,Converse,Bill Eikenberry,East Antelope 8-8,55,
State Auditor,,D,Converse,Bill Eikenberry,East Glenrock 9-1,150,
State Auditor,,D,Converse,Bill Eikenberry,Orin 2-2,67,
State Auditor,,D,Converse,Bill Eikenberry,Rural Glenrock 10-10,70,
State Auditor,,D,Converse,Bill Eikenberry,Rolling Hills 11-11,43,
State Auditor,,D,Converse,Bill Eikenberry,Orpha 20-20,13,
State Auditor,,D,Converse,Bill Eikenberry,Northeast Douglas 23-1,66,
State Auditor,,D,Converse,Bill Eikenberry,Northwest Douglas 23-2,90,
State Auditor,,D,Converse,Bill Eikenberry,Southwest Douglas 23-3,88,
State Auditor,,D,Converse,Bill Eikenberry,South Douglas 23-5,98,
State Auditor,,D,Converse,Bill Eikenberry,Fairview 23-6,111,
State Auditor,,D,Converse,Bill Eikenberry,West Glenrock 9-2,136,
State Auditor,,D,Converse,Bill Eikenberry,Dry Creek 13-13,4,
State Auditor,,D,Converse,Bill Eikenberry,Converse County Courthouse 23-4,73,
State Auditor,,D,Converse,Bill Eikenberry,,1241,
State Auditor,,R,Converse,Rita Meyer,Lost Springs 1-1,66,
State Auditor,,R,Converse,Rita Meyer,Guthrie 3-1,105,
State Auditor,,R,Converse,Rita Meyer,Rural Douglas 4-4,244,
State Auditor,,R,Converse,Rita Meyer,Boxelder 6-6,192,
State Auditor,,R,Converse,Rita Meyer,La Prele 7-7,136,
State Auditor,,R,Converse,Rita Meyer,East Antelope 8-8,191,
State Auditor,,R,Converse,Rita Meyer,East Glenrock 9-1,390,
State Auditor,,R,Converse,Rita Meyer,Orin 2-2,228,
State Auditor,,R,Converse,Rita Meyer,Rural Glenrock 10-10,178,
State Auditor,,R,Converse,Rita Meyer,Rolling Hills 11-11,145,
State Auditor,,R,Converse,Rita Meyer,Orpha 20-20,81,
State Auditor,,R,Converse,Rita Meyer,Northeast Douglas 23-1,156,
State Auditor,,R,Converse,Rita Meyer,Northwest Douglas 23-2,232,
State Auditor,,R,Converse,Rita Meyer,Southwest Douglas 23-3,193,
State Auditor,,R,Converse,Rita Meyer,South Douglas 23-5,235,
State Auditor,,R,Converse,Rita Meyer,Fairview 23-6,404,
State Auditor,,R,Converse,Rita Meyer,West Glenrock 9-2,282,
State Auditor,,R,Converse,Rita Meyer,Dry Creek 13-13,76,
State Auditor,,R,Converse,Rita Meyer,Converse County Courthouse 23-4,128,
State Auditor,,R,Converse,Rita Meyer,,3662,TRUE
State Treasurer,,D,Converse,Ron Redo,Lost Springs 1-1,6,
State Treasurer,,D,Converse,Ron Redo,Guthrie 3-1,14,
State Treasurer,,D,Converse,Ron Redo,Rural Douglas 4-4,60,
State Treasurer,,D,Converse,Ron Redo,Boxelder 6-6,46,
State Treasurer,,D,Converse,Ron Redo,La Prele 7-7,16,
State Treasurer,,D,Converse,Ron Redo,East Antelope 8-8,44,
State Treasurer,,D,Converse,Ron Redo,East Glenrock 9-1,117,
State Treasurer,,D,Converse,Ron Redo,Orin 2-2,56,
State Treasurer,,D,Converse,Ron Redo,Rural Glenrock 10-10,61,
State Treasurer,,D,Converse,Ron Redo,Rolling Hills 11-11,31,
State Treasurer,,D,Converse,Ron Redo,Orpha 20-20,12,
State Treasurer,,D,Converse,Ron Redo,Northeast Douglas 23-1,60,
State Treasurer,,D,Converse,Ron Redo,Northwest Douglas 23-2,67,
State Treasurer,,D,Converse,Ron Redo,Southwest Douglas 23-3,84,
State Treasurer,,D,Converse,Ron Redo,South Douglas 23-5,90,
State Treasurer,,D,Converse,Ron Redo,Fairview 23-6,87,
State Treasurer,,D,Converse,Ron Redo,West Glenrock 9-2,112,
State Treasurer,,D,Converse,Ron Redo,Dry Creek 13-13,5,
State Treasurer,,D,Converse,Ron Redo,Converse County Courthouse 23-4,63,
State Treasurer,,D,Converse,Ron Redo,,1031,
State Treasurer,,R,Converse,Joe Meyer,Lost Springs 1-1,70,
State Treasurer,,R,Converse,Joe Meyer,Guthrie 3-1,109,
State Treasurer,,R,Converse,Joe Meyer,Rural Douglas 4-4,261,
State Treasurer,,R,Converse,Joe Meyer,Boxelder 6-6,195,
State Treasurer,,R,Converse,Joe Meyer,La Prele 7-7,142,
State Treasurer,,R,Converse,Joe Meyer,East Antelope 8-8,202,
State Treasurer,,R,Converse,Joe Meyer,East Glenrock 9-1,426,
State Treasurer,,R,Converse,Joe Meyer,Orin 2-2,236,
State Treasurer,,R,Converse,Joe Meyer,Rural Glenrock 10-10,186,
State Treasurer,,R,Converse,Joe Meyer,Rolling Hills 11-11,153,
State Treasurer,,R,Converse,Joe Meyer,Orpha 20-20,80,
State Treasurer,,R,Converse,Joe Meyer,Northeast Douglas 23-1,165,
State Treasurer,,R,Converse,Joe Meyer,Northwest Douglas 23-2,256,
State Treasurer,,R,Converse,Joe Meyer,Southwest Douglas 23-3,199,
State Treasurer,,R,Converse,Joe Meyer,South Douglas 23-5,243,
State Treasurer,,R,Converse,Joe Meyer,Fairview 23-6,433,
State Treasurer,,R,Converse,Joe Meyer,West Glenrock 9-2,310,
State Treasurer,,R,Converse,Joe Meyer,Dry Creek 13-13,74,
State Treasurer,,R,Converse,Joe Meyer,Converse County Courthouse 23-4,140,
State Treasurer,,R,Converse,Joe Meyer,,3880,TRUE
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Lost Springs 1-1,8,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Guthrie 3-1,25,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Rural Douglas 4-4,99,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Boxelder 6-6,74,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,La Prele 7-7,33,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,East Antelope 8-8,68,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,East Glenrock 9-1,177,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Orin 2-2,77,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Rural Glenrock 10-10,79,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Rolling Hills 11-11,66,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Orpha 20-20,21,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Northeast Douglas 23-1,76,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Northwest Douglas 23-2,107,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Southwest Douglas 23-3,112,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,South Douglas 23-5,117,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Fairview 23-6,130,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,West Glenrock 9-2,148,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Dry Creek 13-13,5,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,Converse County Courthouse 23-4,85,
Superintendent of Public Instruction,,D,Converse,Michelle L. Hoffman,,1507,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Lost Springs 1-1,68,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Guthrie 3-1,93,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Rural Douglas 4-4,223,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Boxelder 6-6,168,
Superintendent of Public Instruction,,R,Converse,Jim McBride,La Prele 7-7,130,
Superintendent of Public Instruction,,R,Converse,Jim McBride,East Antelope 8-8,176,
Superintendent of Public Instruction,,R,Converse,Jim McBride,East Glenrock 9-1,371,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Orin 2-2,220,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Rural Glenrock 10-10,171,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Rolling Hills 11-11,120,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Orpha 20-20,69,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Northeast Douglas 23-1,152,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Northwest Douglas 23-2,216,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Southwest Douglas 23-3,170,
Superintendent of Public Instruction,,R,Converse,Jim McBride,South Douglas 23-5,221,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Fairview 23-6,391,
Superintendent of Public Instruction,,R,Converse,Jim McBride,West Glenrock 9-2,273,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Dry Creek 13-13,76,
Superintendent of Public Instruction,,R,Converse,Jim McBride,Converse County Courthouse 23-4,116,
Superintendent of Public Instruction,,R,Converse,Jim McBride,,3424,TRUE
State Senate,1,R,Converse,Charles Townsend,Lost Springs 1-1,72,
State Senate,1,R,Converse,Charles Townsend,East Antelope 8-8,210,
State Senate,1,R,Converse,Charles Townsend,,282,TRUE
State House,2,D,Converse,Ross Diercks,Lost Springs 1-1,47,
State House,2,D,Converse,Ross Diercks,East Antelope 8-8,171,
State House,2,D,Converse,Ross Diercks,,218,TRUE
State House,3,R,Converse,Deborah Alden,Orin 2-2,254,
State House,3,R,Converse,Deborah Alden,South Douglas 23-5,289,
State House,3,R,Converse,Deborah Alden,Fairview 23-6,450,
State House,3,R,Converse,Deborah Alden,Converse County Courthouse 23-4,163,
State House,3,R,Converse,Deborah Alden,,1156,TRUE
State House,4,R,Converse,David R. Edwards,Guthrie 3-1,111,
State House,4,R,Converse,David R. Edwards,Rural Douglas 4-4,293,
State House,4,R,Converse,David R. Edwards,Boxelder 6-6,220,
State House,4,R,Converse,David R. Edwards,La Prele 7-7,136,
State House,4,R,Converse,David R. Edwards,East Glenrock 9-1,488,
State House,4,R,Converse,David R. Edwards,Rural Glenrock 10-10,211,
State House,4,R,Converse,David R. Edwards,Rolling Hills 11-11,161,
State House,4,R,Converse,David R. Edwards,Orpha 20-20,91,
State House,4,R,Converse,David R. Edwards,Northeast Douglas 23-1,202,
State House,4,R,Converse,David R. Edwards,Northwest Douglas 23-2,298,
State House,4,R,Converse,David R. Edwards,Southwest Douglas 23-3,252,
State House,4,R,Converse,David R. Edwards,West Glenrock 9-2,367,
State House,4,R,Converse,David R. Edwards,Dry Creek 13-13,69,
State House,4,R,Converse,David R. Edwards,,2899,TRUE
